Timestamp,"4-20 mA Reading, A"
10:13:13.2304444313049316406,0.005769
10:13:13.3314499855041503906,0.005795
10:13:13.4294557571411132813,0.005818
10:13:13.5294613838195800781,0.005810
10:13:13.629467010498046875,0.005758
10:13:13.729473114013671875,0.005843
10:13:13.8294787406921386719,0.005763
10:13:13.9294843673706054688,0.005826
10:13:14.0294899940490722656,0.005817
10:13:14.1294956207275390625,0.005784
10:13:14.2305016517639160156,0.005841
10:13:14.3315072059631347656,0.005786
10:13:14.4295129776000976563,0.005838
10:13:14.5315189361572265625,0.005764
10:13:14.6345248222351074219,0.005850
10:13:14.7305302619934082031,0.005762
10:13:14.8345360755920410156,0.005828
10:13:14.9295415878295898438,0.005788
10:13:15.0335474014282226563,0.005793
10:13:15.1295528411865234375,0.005774
10:13:15.2315587997436523438,0.005825
10:13:15.3305644989013671875,0.005790
10:13:15.4295701980590820313,0.005778
10:13:15.5295758247375488281,0.005795
10:13:15.629581451416015625,0.005809
10:13:15.7295870780944824219,0.005838
10:13:15.830593109130859375,0.005759
10:13:15.9305987358093261719,0.005847
10:13:16.0306043624877929688,0.005763
10:13:16.1286101341247558594,0.005838
10:13:16.2296156883239746094,0.005768
10:13:16.3356218338012695312,0.005794
10:13:16.4296274185180664063,0.005793
10:13:16.5306329727172851563,0.005838
10:13:16.629638671875,0.005806
10:13:16.7296442985534667969,0.005775
10:13:16.8316502571105957031,0.005795
10:13:16.9306559562683105469,0.005762
10:13:17.0296616554260253906,0.005801
10:13:17.1306676864624023437,0.005807
10:13:17.2296729087829589844,0.005800
10:13:17.3296790122985839844,0.005781
10:13:17.4296846389770507813,0.005791
10:13:17.5306901931762695313,0.005818
10:13:17.629695892333984375,0.005784
10:13:17.7297015190124511719,0.005806
10:13:17.8297076225280761719,0.005791
10:13:17.9297132492065429688,0.005808
10:13:18.0297188758850097656,0.005820
10:13:18.1307249069213867187,0.005801
10:13:18.2297301292419433594,0.005805
10:13:18.3297362327575683594,0.005801
10:13:18.4297418594360351563,0.005762
10:13:18.5297474861145019531,0.005840
10:13:18.6287531852722167969,0.005774
10:13:18.7307591438293457031,0.005809
10:13:18.8297643661499023437,0.005800
10:13:18.93177032470703125,0.005791
10:13:19.0297760963439941406,0.005845
10:13:19.1297817230224609375,0.005762
10:13:19.2297873497009277344,0.005796
10:13:19.3297929763793945312,0.005673
10:13:19.4307990074157714844,0.005663
10:13:19.5298047065734863281,0.005632
10:13:19.629810333251953125,0.005558
10:13:19.7298159599304199219,0.005518
10:13:19.8298215866088867187,0.005449
10:13:19.9298276901245117188,0.005336
10:13:20.0328335762023925781,0.005299
10:13:20.1288390159606933594,0.005159
10:13:20.2288446426391601563,0.005059
10:13:20.3298501968383789062,0.004986
10:13:20.4318561553955078125,0.004903
10:13:20.5318617820739746094,0.004855
10:13:20.6308674812316894531,0.004827
10:13:20.7288732528686523438,0.004793
10:13:20.8298788070678710937,0.004749
10:13:20.931884765625,0.004823
10:13:21.0298905372619628906,0.004756
10:13:21.1298961639404296875,0.004835
10:13:21.2299017906188964844,0.004792
10:13:21.3299074172973632812,0.004812
10:13:21.4309134483337402344,0.004818
10:13:21.5299191474914550781,0.004849
10:13:21.6319251060485839844,0.004840
10:13:21.7299304008483886719,0.004845
10:13:21.8299360275268554687,0.004851
10:13:21.9299421310424804688,0.004867
10:13:22.0299477577209472656,0.004868
10:13:22.1299533843994140625,0.004867
10:13:22.2299590110778808594,0.004869
10:13:22.3299646377563476562,0.004904
10:13:22.4309706687927246094,0.004877
10:13:22.5299763679504394531,0.004893
10:13:22.6289820671081542969,0.004905
10:13:22.7299876213073730469,0.005010
10:13:22.8299932479858398437,0.004992
10:13:22.9299993515014648438,0.005116
10:13:23.0300049781799316406,0.005225
10:13:23.1300106048583984375,0.005485
10:13:23.2300162315368652344,0.005729
10:13:23.3300218582153320312,0.005973
10:13:23.4300279617309570313,0.006199
10:13:23.5300335884094238281,0.006489
10:13:23.6310391426086425781,0.006695
10:13:23.7300448417663574219,0.006947
10:13:23.8300504684448242187,0.007192
10:13:23.9290561676025390625,0.007438
10:13:24.0300621986389160156,0.007654
10:13:24.1290678977966308594,0.007832
10:13:24.2300734519958496094,0.008047
10:13:24.3300790786743164062,0.008086
10:13:24.4300851821899414063,0.008282
10:13:24.5300908088684082031,0.008270
10:13:24.630096435546875,0.008394
10:13:24.7301020622253417969,0.008434
10:13:24.8291077613830566406,0.008463
10:13:24.9301137924194335938,0.008462
10:13:25.03311920166015625,0.008545
10:13:25.1301250457763671875,0.008499
10:13:25.2351307868957519531,0.008529
10:13:25.3301362991333007812,0.008529
10:13:25.4311423301696777344,0.008464
10:13:25.5301480293273925781,0.008479
10:13:25.6291537284851074219,0.008460
10:13:25.731159210205078125,0.008468
10:13:25.8391656875610351562,0.008352
10:13:25.9301710128784179688,0.008379
10:13:26.0301766395568847656,0.008308
10:13:26.1291818618774414062,0.008271
10:13:26.2301878929138183594,0.008135
10:13:26.3301935195922851562,0.008046
10:13:26.42919921875,0.007984
10:13:26.5292048454284667969,0.007762
10:13:26.6292104721069335937,0.007675
10:13:26.7322168350219726563,0.007475
10:13:26.8302221298217773437,0.007382
10:13:26.9302282333374023438,0.007255
10:13:27.0292334556579589844,0.007196
10:13:27.1292390823364257812,0.007063
10:13:27.2302451133728027344,0.006987
10:33:40.1146183013916015625,0.005141
10:33:40.218624114990234375,0.005155
10:33:40.3176298141479492187,0.005163
10:33:40.4166355133056640625,0.005200
10:33:40.5176410675048828125,0.005157
10:33:40.6166467666625976562,0.005142
10:33:40.7176527976989746094,0.005214
10:33:40.8166584968566894531,0.005145
10:33:40.9176640510559082031,0.005161
10:33:41.0166697502136230469,0.005140
10:33:41.1166753768920898437,0.005211
10:33:41.2176814079284667969,0.005148
10:33:41.3166871070861816406,0.005157
10:33:41.4226927757263183594,0.005144
10:33:41.5186982154846191406,0.005198
10:33:41.6177039146423339844,0.005195
10:33:41.7177100181579589844,0.005150
10:33:41.8167157173156738281,0.005212
10:33:41.9157209396362304688,0.005133
10:33:42.0167269706726074219,0.005207
10:33:42.1177325248718261719,0.005140
10:33:42.2177386283874511719,0.005156
10:33:42.3167443275451660156,0.005183
10:33:42.4167499542236328125,0.005182
10:33:42.5167555809020996094,0.005137
10:33:42.6167612075805664062,0.005158
10:33:42.7167668342590332031,0.005144
10:33:42.8167729377746582031,0.005152
10:33:42.916778564453125,0.005206
10:33:43.0167841911315917969,0.005173
10:33:43.1157898902893066406,0.005209
10:33:43.2167954444885253906,0.005156
10:33:43.3178014755249023437,0.005197
10:33:43.4168071746826171875,0.005125
10:33:43.5168128013610839844,0.005162
10:33:43.6158185005187988281,0.005183
10:33:43.7178239822387695313,0.005157
10:33:43.816829681396484375,0.005154
10:33:43.916835784912109375,0.005200
10:33:44.017841339111328125,0.005197
10:33:44.1168470382690429687,0.005188
10:33:44.2168526649475097656,0.005205
10:33:44.3168582916259765625,0.005173
10:33:44.4168643951416015625,0.005215
10:33:44.5168700218200683594,0.005160
10:33:44.6168756484985351562,0.005169
10:33:44.7168812751770019531,0.005176
10:33:44.81688690185546875,0.005165
10:33:44.91689300537109375,0.005134
10:33:45.0168986320495605469,0.005155
10:33:45.1169042587280273437,0.005144
10:33:45.2159099578857421875,0.005202
10:33:45.3169155120849609375,0.005161
10:33:45.4159212112426757813,0.005144
10:33:45.5179271697998046875,0.005211
10:33:45.6179327964782714844,0.005177
10:33:45.7169384956359863281,0.005169
10:33:45.8189444541931152344,0.005165
10:33:45.916950225830078125,0.005167
10:33:46.0159559249877929688,0.005168
10:33:46.1169614791870117187,0.005180
10:33:46.2159671783447265625,0.005137
10:33:46.3169727325439453125,0.005142
10:33:46.4159784317016601563,0.005187
10:33:46.5169844627380371094,0.005178
10:33:46.6169900894165039062,0.005181
10:33:46.7169957160949707031,0.005113
10:33:46.8170013427734375,0.005135
10:33:46.9160070419311523438,0.005133
10:33:47.0160126686096191406,0.005175
10:33:47.1200189590454101562,0.005115
10:33:47.2160243988037109375,0.005128
10:33:47.3170299530029296875,0.005128
10:33:47.4160356521606445313,0.005151
10:33:47.5180416107177734375,0.005131
10:33:47.6170473098754882812,0.005114
10:33:47.7170529365539550781,0.005102
10:33:47.8160586357116699219,0.005092
10:33:47.9170641899108886719,0.005156
10:33:48.0160698890686035156,0.005100
10:33:48.1170759201049804687,0.005116
10:33:48.2170815467834472656,0.005072
10:33:48.3170871734619140625,0.005110
10:33:48.4170928001403808594,0.005082
10:33:48.5180988311767578125,0.005144
10:33:48.6171045303344726562,0.005100
10:33:48.7201104164123535156,0.005077
10:33:48.8161158561706542969,0.005127
10:33:48.9171214103698730469,0.005065
10:33:49.0211277008056640625,0.005109
10:33:49.1171331405639648437,0.005085
10:33:49.2171387672424316406,0.005071
10:33:49.3161444664001464844,0.005072
10:33:49.4171500205993652344,0.005063
10:33:49.515155792236328125,0.005054
10:33:49.6181616783142089844,0.005046
10:33:49.7171673774719238281,0.005011
10:33:49.817173004150390625,0.005089
10:33:49.9171786308288574219,0.005023
10:33:50.018184661865234375,0.005057
10:33:50.1161904335021972656,0.005021
10:33:50.2171959877014160156,0.004997
10:33:50.3162016868591308594,0.005020
10:33:50.4182076454162597656,0.005038
10:33:50.5182132720947265625,0.005021
10:33:50.6202192306518554687,0.004986
10:33:50.7232251167297363281,0.005060
10:33:50.8182301521301269531,0.005003
10:33:50.9162359237670898438,0.005002
10:33:51.0162415504455566406,0.005028
10:33:51.1172475814819335937,0.004999
10:33:51.2182531356811523438,0.005009
10:33:51.32025909423828125,0.005034
10:33:51.4162645339965820313,0.005001
10:33:51.5172700881958007813,0.005009
10:33:51.6172761917114257812,0.005045
10:33:51.7182817459106445313,0.004976
10:33:51.817287445068359375,0.005031
10:33:51.9172930717468261719,0.004993
10:33:52.0172986984252929688,0.005018
10:33:52.1173048019409179687,0.005007
10:33:52.2153100967407226563,0.005034
10:33:52.3163161277770996094,0.004997
10:33:52.4163217544555664063,0.005000
10:33:52.5163273811340332031,0.005044
10:33:52.6173334121704101562,0.005029
10:33:52.716339111328125,0.005076
10:33:52.81734466552734375,0.005031
10:33:52.9163503646850585938,0.005033
10:33:53.0173559188842773438,0.005002
10:33:53.1203618049621582031,0.005095
10:33:53.2173676490783691406,0.005014
10:33:53.3233737945556640625,0.005067
10:33:53.4173789024353027344,0.005026
10:33:53.5173845291137695313,0.005084
10:33:53.616390228271484375,0.005042
10:33:53.7173962593078613281,0.005052
10:33:53.817401885986328125,0.005048
10:33:53.9174075126647949219,0.005063
10:33:54.0164132118225097656,0.005050
10:33:54.1164188385009765625,0.005073
10:33:54.2184247970581054688,0.005071
10:33:54.3164305686950683594,0.005031
10:33:54.4174361228942871094,0.005112
10:33:54.5174417495727539063,0.005045
10:33:54.61644744873046875,0.005061
10:33:54.7174534797668457031,0.005073
10:33:54.8164591789245605469,0.005118
10:33:54.9164648056030273438,0.005081
10:33:55.0154705047607421875,0.005101
10:33:55.1164760589599609375,0.005088
10:33:55.2164816856384277344,0.005086
10:33:55.3174877166748046875,0.005107
10:33:55.4164934158325195313,0.005098
10:33:55.5194993019104003906,0.005127
10:33:55.6185050010681152344,0.005098
10:33:55.7165102958679199219,0.005145
10:33:55.8165163993835449219,0.005099
10:33:55.9165220260620117188,0.005170
10:33:56.0175275802612304688,0.005113
10:33:56.1155333518981933594,0.005138
10:33:56.2175393104553222656,0.005126
10:33:56.3175449371337890625,0.005125
10:33:56.4175505638122558594,0.005146
10:33:56.5165562629699707031,0.005136
10:33:56.6175618171691894531,0.005135
10:33:56.7165675163269042969,0.005112
10:33:56.8165736198425292969,0.005154
10:33:56.9165792465209960938,0.005153
10:33:57.018585205078125,0.005134
10:33:57.1215910911560058594,0.005157
10:33:57.2175965309143066406,0.005141
10:33:57.3166022300720214844,0.005142
10:33:57.4166078567504882813,0.005180
10:33:57.5166134834289550781,0.005142
10:33:57.6176190376281738281,0.005145
10:33:57.7166247367858886719,0.005150
10:33:57.8156304359436035156,0.005124
10:33:57.9166364669799804688,0.005193
10:33:58.0166420936584472656,0.005185
10:33:58.1186480522155761719,0.005182
10:33:58.2196536064147949219,0.005150
10:33:58.3166589736938476562,0.005160
10:33:58.4166650772094726563,0.005212
10:33:58.5166707038879394531,0.005157
10:33:58.61667633056640625,0.005189
10:33:58.7166819572448730469,0.005174
10:33:58.8206882476806640625,0.005175
10:33:58.9166936874389648438,0.005191
10:33:59.0166993141174316406,0.005178
10:33:59.1167049407958984375,0.005141
10:33:59.2167105674743652344,0.005177
10:33:59.3167161941528320312,0.005163
10:33:59.4167222976684570313,0.005220
10:33:59.5177278518676757813,0.005212
10:33:59.6177334785461425781,0.005218
10:33:59.7187395095825195313,0.005215
10:33:59.8157448768615722656,0.005166
10:33:59.9157505035400390625,0.005180
10:34:00.0167565345764160156,0.005151
10:34:00.1207623481750488281,0.005187
10:34:00.2177681922912597656,0.005160
10:34:00.3157734870910644531,0.005192
10:34:00.4167795181274414063,0.005157
10:34:00.5167851448059082031,0.005182
10:34:00.616790771484375,0.005160
10:34:00.7167963981628417969,0.005215
10:34:00.8168020248413085937,0.005214
10:34:00.9168081283569335938,0.005113
10:34:01.0178136825561523438,0.005082
10:34:01.1168193817138671875,0.005008
10:34:01.2168250083923339844,0.005012
10:34:01.3168306350708007812,0.004884
10:34:01.4178366661071777344,0.004820
10:34:01.515842437744140625,0.004718
10:34:01.6158480644226074219,0.004736
10:34:01.7158536911010742188,0.004605
10:34:01.8168592453002929687,0.004538
10:34:01.9168648719787597656,0.004507
10:34:02.0168709754943847656,0.004463
10:34:02.1158766746520996094,0.004382
10:34:02.2168822288513183594,0.004312
10:34:02.3158879280090332031,0.004323
10:34:02.4168934822082519531,0.004286
10:34:02.5158991813659667969,0.004256
10:34:02.6159052848815917969,0.004207
10:34:02.7159109115600585938,0.004225
10:34:02.8189167976379394531,0.004230
10:34:02.9179224967956542969,0.004237
10:34:03.0159277915954589844,0.004261
10:34:03.1169338226318359375,0.004271
10:34:03.2159395217895507813,0.004340
10:34:03.3159451484680175781,0.004337
10:34:03.415950775146484375,0.004381
10:34:03.5169568061828613281,0.004426
10:34:03.6179623603820800781,0.004478
10:34:03.7169680595397949219,0.004537
10:34:03.8159737586975097656,0.004572
10:34:03.9169793128967285156,0.004611
10:34:04.0159850120544433594,0.004695
10:34:04.1159911155700683594,0.004728
10:34:04.2159967422485351563,0.004851
10:34:04.3170022964477539062,0.004840
10:34:04.4170079231262207031,0.004920
10:34:04.5160136222839355469,0.004983
10:34:04.6160197257995605469,0.005028
10:34:04.7170252799987792969,0.005134
10:34:04.8160309791564941406,0.005175
10:34:04.9160366058349609375,0.005286
10:34:05.0160422325134277344,0.005327
10:34:05.1160483360290527344,0.005440
10:34:05.2170538902282714844,0.005523
10:34:05.3190598487854003906,0.005622
10:34:05.4170651435852050781,0.005630
10:34:05.5170712471008300781,0.005745
10:34:05.6180768013000488281,0.005747
10:34:05.7170825004577636719,0.005794
10:34:05.8170881271362304687,0.005810
10:34:05.9160938262939453125,0.005805
10:34:06.0190997123718261719,0.005856
10:34:06.1161050796508789062,0.005838
10:34:06.2161111831665039063,0.005881
10:34:06.3171167373657226562,0.005857
10:34:06.4161224365234375,0.005949
10:34:06.5171284675598144531,0.005880
10:34:06.6161336898803710937,0.005955
10:34:06.7161397933959960938,0.005906
10:34:06.8171453475952148437,0.005925
10:34:06.9161510467529296875,0.005977
10:34:07.0161566734313964844,0.005933
10:34:07.1191625595092773437,0.006002
10:34:07.2161684036254882813,0.005942
10:34:07.3161740303039550781,0.006021
10:34:07.4171795845031738281,0.005960
10:34:07.5161852836608886719,0.006045
10:34:07.6181912422180175781,0.005975
10:34:07.7171969413757324219,0.006009
10:34:07.8162026405334472656,0.006022
10:34:07.9172081947326660156,0.006003
10:34:08.0162138938903808594,0.005985
10:34:08.1162195205688476562,0.005974
10:34:08.2162256240844726563,0.006022
10:34:08.3172311782836914062,0.005933
10:34:08.4182372093200683594,0.005972
10:34:08.5162425041198730469,0.005889
10:34:08.6162481307983398437,0.005933
10:34:08.7172541618347167969,0.005948
10:34:08.8162598609924316406,0.006090
10:34:08.9162654876708984375,0.006154
10:34:09.0182714462280273438,0.006400
10:34:09.1162767410278320312,0.006639
10:34:09.2162828445434570313,0.006975
10:34:09.3162884712219238281,0.007211
10:34:09.416294097900390625,0.008317
10:34:09.5152997970581054688,0.010007
10:34:09.617305755615234375,0.011808
10:34:09.7173113822937011719,0.013530
10:34:09.8163170814514160156,0.014954
10:34:09.9163227081298828125,0.016162
10:34:10.0163283348083496094,0.017188
10:34:10.1163339614868164062,0.017921
10:34:10.2173399925231933594,0.018525
10:34:10.3163456916809082031,0.019024
10:34:10.4183511734008789063,0.019332
10:34:10.51735687255859375,0.019499
10:34:10.6163625717163085937,0.019374
10:34:10.7163686752319335938,0.019121
10:34:10.8183741569519042969,0.018298
10:34:10.9163799285888671875,0.016713
10:34:11.0163855552673339844,0.014924
10:34:11.1173915863037109375,0.013198
10:34:11.2163972854614257813,0.011597
10:34:11.3164029121398925781,0.010222
10:34:11.416408538818359375,0.009112
10:34:11.5164141654968261719,0.008140
10:34:11.6154198646545410156,0.007340
10:34:11.7164258956909179688,0.006643
10:34:11.8154311180114746094,0.006091
10:34:11.9164371490478515625,0.005671
10:34:12.0164427757263183594,0.005299
10:34:12.1174488067626953125,0.005057
10:34:12.2164545059204101563,0.004827
10:34:12.3154597282409667969,0.004752
10:34:12.41646575927734375,0.004618
10:34:12.5184717178344726563,0.004599
10:34:12.6174774169921875,0.004542
10:34:12.7164831161499023438,0.004519
10:34:12.8164887428283691406,0.004572
10:34:12.9174942970275878906,0.004509
10:34:13.0155000686645507813,0.004562
10:34:13.1165056228637695312,0.004490
10:34:13.2175116539001464844,0.004513
10:34:13.3165173530578613281,0.004520
10:34:13.416522979736328125,0.004499
10:34:13.5165286064147949219,0.004478
10:34:13.617534637451171875,0.004566
10:34:13.7165403366088867188,0.004519
10:34:13.8175458908081054687,0.004602
10:34:13.9155511856079101563,0.004586
10:34:14.0185570716857910156,0.004637
10:34:14.1165628433227539062,0.004705
10:34:14.2165684700012207031,0.004720
10:34:14.3165745735168457031,0.004846
10:34:14.4165802001953125,0.004808
10:34:14.5165858268737792969,0.004911
10:34:14.6165914535522460937,0.004876
10:34:14.7165970802307128906,0.004962
10:34:14.8156027793884277344,0.004934
10:34:14.9166088104248046875,0.005025
10:34:15.0156145095825195313,0.004985
10:34:15.1166200637817382812,0.005014
10:34:15.215625762939453125,0.005062
10:34:15.3166317939758300781,0.005025
10:34:15.4176373481750488281,0.005071
10:34:15.5166430473327636719,0.005043
10:34:15.6156487464904785156,0.005106
10:34:15.7166543006896972656,0.005049
10:34:15.8166604042053222656,0.005134
10:34:15.9166660308837890625,0.005066
10:34:16.0156717300415039063,0.005151
10:34:16.1166772842407226562,0.005078
10:34:16.2156829833984375,0.005100
10:34:16.3166890144348144531,0.005126
10:34:16.4156942367553710938,0.005136
10:34:16.5187001228332519531,0.005109
10:34:16.6167058944702148437,0.005154
10:34:16.7157115936279296875,0.005119
10:34:16.8167176246643066406,0.005112
10:34:16.9177231788635253906,0.005184
10:34:17.0167288780212402344,0.005104
10:34:17.1167345046997070312,0.005184
10:34:17.2167401313781738281,0.005149
10:34:17.3167462348937988281,0.005148
10:34:17.4157514572143554688,0.005183
10:34:17.5167574882507324219,0.005157
10:34:17.6157631874084472656,0.005190
10:34:17.7167687416076660156,0.005205
10:34:17.8167743682861328125,0.005181
10:34:17.9167804718017578125,0.005217
10:34:18.0167860984802246094,0.005229
10:34:18.1167917251586914062,0.005176
10:34:18.2167973518371582031,0.005223
10:34:18.3158030509948730469,0.005245
10:34:18.41680908203125,0.005229
10:34:18.5168147087097167969,0.005244
10:34:18.6158204078674316406,0.005235
10:34:18.7158260345458984375,0.005274
10:34:18.8158316612243652344,0.005237
10:34:18.9168376922607421875,0.005258
10:34:19.0168433189392089844,0.005267
10:34:19.1198492050170898437,0.005254
10:34:19.215854644775390625,0.005257
10:34:19.3188605308532714844,0.005274
10:34:19.4158658981323242188,0.005226
10:34:19.5168719291687011719,0.005284
10:34:19.6158776283264160156,0.005273
10:34:19.7168831825256347656,0.005285
10:34:19.8168888092041015625,0.005245
10:34:19.9168949127197265625,0.005318
10:34:20.0159006118774414063,0.005292
10:34:20.1169061660766601562,0.005260
10:34:20.2169117927551269531,0.005333
10:34:20.31691741943359375,0.005279
10:34:20.4159231185913085938,0.005293
10:34:20.5189290046691894531,0.005320
10:34:20.6169347763061523437,0.005309
10:34:20.7169404029846191406,0.005287
10:34:20.8169460296630859375,0.005314
10:34:20.9159517288208007813,0.005342
10:34:21.0159578323364257813,0.005337
10:34:21.1169633865356445312,0.005341
10:34:21.2169690132141113281,0.005345
10:34:21.3159747123718261719,0.005359
10:34:21.4159803390502929688,0.005331
10:34:21.5159859657287597656,0.005412
10:34:21.6169919967651367187,0.005339
10:34:21.7169976234436035156,0.005370
10:34:21.8190035820007324219,0.005386
10:34:21.9160089492797851563,0.005380
10:34:22.0160145759582519531,0.005365
10:34:22.1160206794738769531,0.005413
10:34:22.2180261611938476563,0.005344
10:34:22.3190321922302246094,0.005361
10:34:22.4200377464294433594,0.005355
10:34:22.5160431861877441406,0.005345
10:34:22.619049072265625,0.005352
10:34:22.7160549163818359375,0.005322
10:34:22.8150606155395507812,0.005384
10:34:22.9170660972595214844,0.005311
10:34:23.015071868896484375,0.005373
10:34:23.1160778999328613281,0.005317
10:34:23.2170834541320800781,0.005334
10:34:23.317089080810546875,0.005356
10:34:23.4170947074890136719,0.005323
10:34:23.5161004066467285156,0.005311
10:34:23.6161065101623535156,0.005358
10:34:23.7161121368408203125,0.005318
10:34:23.8171176910400390625,0.005334
10:34:23.9161233901977539063,0.005322
10:34:24.0161290168762207031,0.005325
10:34:24.1171350479125976562,0.005370
10:34:24.2171406745910644531,0.005286
10:34:24.31714630126953125,0.005365
10:34:24.4161520004272460938,0.005289
10:34:24.5161576271057128906,0.005320
10:34:24.6161637306213378906,0.005292
10:34:24.7161693572998046875,0.005313
10:34:24.8151750564575195312,0.005366
10:34:24.9161806106567382813,0.005356
10:34:25.0161862373352050781,0.005347
10:34:25.116191864013671875,0.005365
10:34:25.2181978225708007813,0.005450
10:34:25.3162035942077636719,0.005432
10:34:25.4162092208862304688,0.005519
10:34:25.5172147750854492188,0.005530
10:34:25.6162204742431640625,0.005635
10:34:25.7162265777587890625,0.005632
10:34:25.820232391357421875,0.005705
10:34:25.9182376861572265625,0.005717
10:34:26.0162434577941894531,0.005790
10:34:26.11624908447265625,0.005805
10:34:26.21625518798828125,0.005822
10:34:26.3172607421875,0.005919
10:34:26.4162664413452148438,0.005897
10:34:26.5192723274230957031,0.005938
10:34:26.6152777671813964844,0.006084
10:34:26.7162837982177734375,0.006293
10:34:26.8152894973754882812,0.006476
10:34:26.9162950515747070313,0.006774
10:34:27.0163006782531738281,0.007061
10:34:27.116306304931640625,0.007446
10:34:27.216312408447265625,0.007691
10:34:27.3163180351257324219,0.008058
10:34:27.4163236618041992188,0.008350
10:34:27.5163292884826660156,0.008678
10:34:27.6163349151611328125,0.008996
10:34:27.7173409461975097656,0.009063
10:34:27.8163466453552246094,0.009170
10:34:27.9163522720336914063,0.009100
10:34:28.01535797119140625,0.009065
10:34:28.1153635978698730469,0.008847
10:34:28.2153692245483398438,0.008511
10:34:28.3153753280639648437,0.008096
10:34:28.4163808822631835938,0.007789
10:34:28.5163865089416503906,0.007407
10:34:28.61939239501953125,0.007158
10:34:28.7163977622985839844,0.006866
10:34:28.8164038658142089844,0.006655
10:34:28.9154095649719238281,0.006480
10:34:29.0164151191711425781,0.006237
10:34:29.116420745849609375,0.006134
10:34:29.2164263725280761719,0.005935
10:34:29.3164324760437011719,0.005885
10:34:29.4164381027221679688,0.005708
10:34:29.5164437294006347656,0.005629
10:34:29.6164493560791015625,0.005567
10:34:29.7164549827575683594,0.005484
10:34:29.8164610862731933594,0.005435
10:34:29.9204668998718261719,0.005397
10:34:30.0164723396301269531,0.005353
10:34:30.11647796630859375,0.005325
10:34:30.2154836654663085938,0.005307
10:34:30.3174896240234375,0.005230
10:34:30.4204955101013183594,0.005243
10:34:30.5155010223388671875,0.005231
10:34:30.6165065765380859375,0.005214
10:34:30.7155122756958007813,0.005157
10:34:30.8165183067321777344,0.005143
10:34:30.9165239334106445313,0.005185
10:34:31.015529632568359375,0.005102
10:34:31.1185355186462402344,0.005110
10:34:31.2165408134460449219,0.005070
10:34:31.3165469169616699219,0.005122
10:34:31.4165525436401367188,0.005093
10:34:31.5155582427978515625,0.005111
10:34:31.6165637969970703125,0.005053
10:34:31.7185697555541992188,0.005055
10:34:31.8165755271911621094,0.005015
10:34:31.9165811538696289063,0.005022
10:34:32.01558685302734375,0.005019
10:34:32.1165924072265625,0.005034
10:34:32.2165980339050292969,0.005012
10:34:32.3156037330627441406,0.005020
10:34:32.4166097640991210938,0.005062
10:34:32.5166153907775878906,0.004971
10:34:32.6166210174560546875,0.005036
10:34:32.7166266441345214844,0.004988
10:34:32.8176326751708984375,0.004996
10:34:32.9176383018493652344,0.004991
10:34:33.0166440010070800781,0.005031
10:34:33.116649627685546875,0.004969
10:34:33.2166552543640136719,0.004983
10:34:33.3156609535217285156,0.004999
10:34:33.4166669845581054688,0.004968
10:34:33.5166726112365722656,0.004986
10:34:33.6156783103942871094,0.004972
10:34:33.7156839370727539063,0.005019
10:34:33.8166894912719726562,0.004971
10:34:33.9166955947875976563,0.004975
10:34:34.0177011489868164063,0.004962
10:34:34.1177067756652832031,0.005008
10:34:34.2157125473022460938,0.004989
